,group,song_lines,tokenized,lemmatized
1953,Måneskin,non è nella mia natura,"['non', 'è', 'nella', 'mia', 'natura']",non è nella mia natura
1954,Måneskin,farmi fischiare per strada come se fossi un cane,"['farmi', 'fischiare', 'per', 'strada', 'come', 'se', 'fossi', 'un', 'cane']",farmi fischiare per strada come se fossi un cane
1955,Måneskin,non è nella nostra natura,"['non', 'è', 'nella', 'nostra', 'natura']",non è nella nostra natura
1956,Måneskin,dire di amarci e alla fine amarci così male,"['dire', 'di', 'amarci', 'e', 'alla', 'fine', 'amarci', 'così', 'male']",dire di amarci e alla fine amarci così male
1957,Måneskin,rivendichiamo per il corpo la libertà,"['rivendichiamo', 'per', 'il', 'corpo', 'la', 'libertà']",rivendichiamo per il corpo la libertà
1958,Måneskin,ma critichiamo una ragazza che si veste come le va,"['ma', 'critichiamo', 'una', 'ragazza', 'che', 'si', 'veste', 'come', 'le', 'va']",ma critichiamo una ragazza che si veste come le va
1959,Måneskin,"c'insegnan che la donna è madre, una pin up che guida male","[""c'insegnan"", 'che', 'la', 'donna', 'è', 'madre', ',', 'una', 'pin', 'up', 'che', 'guida', 'male']","c'insegnan che la donna è madre , una pin up che guida male"
1960,Måneskin,ma il navigatore ha quella voce là,"['ma', 'il', 'navigatore', 'ha', 'quella', 'voce', 'là']",ma il navigatore ha quella voce là
1961,Måneskin,dell'immagine servile con cui ci avete dipinte,"[""dell'immagine"", 'servile', 'con', 'cui', 'ci', 'avete', 'dipinte']",dell'immagine servile con cui ci avete dipinte
1962,Måneskin,con il fatto di sentirci obbligate ad esser spinte,"['con', 'il', 'fatto', 'di', 'sentirci', 'obbligate', 'ad', 'esser', 'spinte']",con il fatto di sentirci obbligate ad esser spinte
1963,Måneskin,"usate il nostro seno ovunque, una cosa normale","['usate', 'il', 'nostro', 'seno', 'ovunque', ',', 'una', 'cosa', 'normale']","usate il nostro seno ovunque , una cosa normale"
1964,Måneskin,"ma se allattiamo in pubblico? (non si fa, è immorale)","['ma', 'se', 'allattiamo', 'in', 'pubblico', '?', '(', 'non', 'si', 'fa', ',', 'è', 'immorale', ')']","ma se allattiamo in pubblico ? ( non si fa , è immorale )"
1965,Måneskin,non è nella mia natura,"['non', 'è', 'nella', 'mia', 'natura']",non è nella mia natura
1966,Måneskin,farmi fischiare per strada come se fossi un cane,"['farmi', 'fischiare', 'per', 'strada', 'come', 'se', 'fossi', 'un', 'cane']",farmi fischiare per strada come se fossi un cane
1967,Måneskin,non è nella nostra natura,"['non', 'è', 'nella', 'nostra', 'natura']",non è nella nostra natura
1968,Måneskin,dire di amarci e alla fine amarci così male,"['dire', 'di', 'amarci', 'e', 'alla', 'fine', 'amarci', 'così', 'male']",dire di amarci e alla fine amarci così male
1969,Måneskin,siamo schiavi di una cultura patriarcale,"['siamo', 'schiavi', 'di', 'una', 'cultura', 'patriarcale']",siamo schiavi di una cultura patriarcale
1970,Måneskin,la cultura del possesso,"['la', 'cultura', 'del', 'possesso']",la cultura del possesso
1971,Måneskin,dove nessuno può più scegliere da che parte stare,"['dove', 'nessuno', 'può', 'più', 'scegliere', 'da', 'che', 'parte', 'stare']",dove nessuno può più scegliere da che parte stare
1972,Måneskin,dove una madre è solo madre,"['dove', 'una', 'madre', 'è', 'solo', 'madre']",dove una madre è solo madre
1973,Måneskin,una figlia è solo figlia,"['una', 'figlia', 'è', 'solo', 'figlia']",una figlia è solo figlia
1974,Måneskin,un uomo è solo uomo,"['un', 'uomo', 'è', 'solo', 'uomo']",un uomo è solo uomo
1975,Måneskin,e l'amore è solo uno,"['e', ""l'amore"", 'è', 'solo', 'uno']",e l'amore è solo uno
1976,Måneskin,e ho visto troppe mani non alzarsi,"['e', 'ho', 'visto', 'troppe', 'mani', 'non', 'alzarsi']",e ho visto troppe mani non alzarsi
1977,Måneskin,in aiuto degli altri e diventare schiaffi,"['in', 'aiuto', 'degli', 'altri', 'e', 'diventare', 'schiaffi']",in aiuto degli altri e diventare schiaffi
1978,Måneskin,"e non è un complimento urlare ""che bel culo""","['e', 'non', 'è', 'un', 'complimento', 'urlare', '``', 'che', 'bel', 'culo', ""''""]",e non è un complimento urlare `` che bel culo ''
1979,Måneskin,"ricorda, non ti rende uomo saper dare un pugno","['ricorda', ',', 'non', 'ti', 'rende', 'uomo', 'saper', 'dare', 'un', 'pugno']","ricorda , non ti rende uomo saper dare un pugno"
1980,Måneskin,non è nella mia natura,"['non', 'è', 'nella', 'mia', 'natura']",non è nella mia natura
1981,Måneskin,farmi fischiare per strada come se fossi un cane,"['farmi', 'fischiare', 'per', 'strada', 'come', 'se', 'fossi', 'un', 'cane']",farmi fischiare per strada come se fossi un cane
1982,Måneskin,non è nella nostra natura,"['non', 'è', 'nella', 'nostra', 'natura']",non è nella nostra natura
1983,Måneskin,dire di amarci e alla fine amarci così male,"['dire', 'di', 'amarci', 'e', 'alla', 'fine', 'amarci', 'così', 'male']",dire di amarci e alla fine amarci così male
1984,Måneskin,non è nella mia natura,"['non', 'è', 'nella', 'mia', 'natura']",non è nella mia natura
1985,Måneskin,farmi fischiare per strada come se fossi un cane,"['farmi', 'fischiare', 'per', 'strada', 'come', 'se', 'fossi', 'un', 'cane']",farmi fischiare per strada come se fossi un cane
1986,Måneskin,non è nella nostra natura,"['non', 'è', 'nella', 'nostra', 'natura']",non è nella nostra natura
1987,Måneskin,dire di amarci e alla fine amarci così male,"['dire', 'di', 'amarci', 'e', 'alla', 'fine', 'amarci', 'così', 'male']",dire di amarci e alla fine amarci così male
1988,Måneskin,loro non sanno di che parlo,"['loro', 'non', 'sanno', 'di', 'che', 'parlo']",loro non sanno di che parlo
1989,Måneskin,"voi siete sporchi, fra', di fango","['voi', 'siete', 'sporchi', ',', 'fra', ""'"", ',', 'di', 'fango']","voi siete sporchi , fra ' , di fango"
1990,Måneskin,giallo di siga fra le dita,"['giallo', 'di', 'siga', 'fra', 'le', 'dita']",giallo di siga fra le dita
1991,Måneskin,io con la siga camminando,"['io', 'con', 'la', 'siga', 'camminando']",io con la siga camminando
1992,Måneskin,scusami ma ci credo tanto,"['scusami', 'ma', 'ci', 'credo', 'tanto']",scusami ma ci credo tanto
1993,Måneskin,che posso fare questo salto,"['che', 'posso', 'fare', 'questo', 'salto']",che posso fare questo salto
1994,Måneskin,e anche se la strada è in salita,"['e', 'anche', 'se', 'la', 'strada', 'è', 'in', 'salita']",e anche se la strada è in salita
1995,Måneskin,per questo ora mi sto allenando,"['per', 'questo', 'ora', 'mi', 'sto', 'allenando']",per questo os mi sto allenando
1996,Måneskin,e buonasera signore e signori,"['e', 'buonasera', 'signore', 'e', 'signori']",e buonasera signore e signior
1997,Måneskin,fuori gli attori,"['fuori', 'gli', 'attori']",fuori gli attori
1998,Måneskin,vi conviene toccarvi i coglioni,"['vi', 'conviene', 'toccarvi', 'i', 'coglioni']",vi conviene toccarvi i coglioni
1999,Måneskin,vi conviene stare zitti e buoni,"['vi', 'conviene', 'stare', 'zitti', 'e', 'buoni']",vi conviene stare zitti e buoni
2000,Måneskin,qui la gente è strana tipo spacciatori,"['qui', 'la', 'gente', 'è', 'strana', 'tipo', 'spacciatori']",qui la gente è strana tipo spacciatori
2002,Måneskin,troppe notti stavo chiuso fuori,"['troppe', 'notti', 'stavo', 'chiuso', 'fuori']",troppe notti stavo chiuso fuori
2003,Måneskin,mo li prendo a calci 'sti portoni,"['mo', 'li', 'prendo', 'a', 'calci', ""'sti"", 'portoni']",mo li prendo a calci 'sti portoni
2004,Måneskin,sguardo in alto tipo scalatori,"['sguardo', 'in', 'alto', 'tipo', 'scalatori']",sguardo in alto tipo scalatori
2005,Måneskin,quindi scusa mamma se sto sempre fuori ma,"['quindi', 'scusa', 'mamma', 'se', 'sto', 'sempre', 'fuori', 'ma']",quindi scusa mamma se sto sempre fuori ma
2006,Måneskin,sono fuori di testa ma diverso da loro,"['sono', 'fuori', 'di', 'testa', 'ma', 'diverso', 'da', 'loro']",sono fuori di testa ma diverso da loro
2007,Måneskin,e tu sei fuori di testa ma diversa da loro,"['e', 'tu', 'sei', 'fuori', 'di', 'testa', 'ma', 'diversa', 'da', 'loro']",e tu sei fuori di testa ma diversa da loro
2008,Måneskin,siamo fuori di testa ma diversi da loro,"['siamo', 'fuori', 'di', 'testa', 'ma', 'diversi', 'da', 'loro']",siamo fuori di testa ma diversi da loro
2009,Måneskin,"siamo fuori di testa ma diversi da loro, no","['siamo', 'fuori', 'di', 'testa', 'ma', 'diversi', 'da', 'loro', ',', 'no']","siamo fuori di testa ma diversi da loro , no"
2010,Måneskin,"io, ho scritto pagine e pagine","['io', ',', 'ho', 'scritto', 'pagine', 'e', 'pagine']","io , ho scritto pagine e pagine"
2011,Måneskin,ho visto sale poi lacrime,"['ho', 'visto', 'sale', 'poi', 'lacrime']",ho visto sale poi lacrime
2012,Måneskin,questi uomini in macchina,"['questi', 'uomini', 'in', 'macchina']",questi uomini in macchina
2013,Måneskin,non scalare le rapide,"['non', 'scalare', 'le', 'rapide']",non scalare le rapide
2014,Måneskin,scritto sopra una lapide,"['scritto', 'sopra', 'una', 'lapide']",scritto sopra una lapide
2015,Måneskin,in casa mia non c'è dio,"['in', 'casa', 'mia', 'non', ""c'è"", 'dio']",in casa mia non c'è dio
2016,Måneskin,ma se trovi il senso del tempo,"['ma', 'se', 'trovi', 'il', 'senso', 'del', 'tempo']",ma se trovi il senso del tempo
2017,Måneskin,risalirai dal tuo oblio,"['risalirai', 'dal', 'tuo', 'oblio']",risalirai dal tuo oblio
2018,Måneskin,e non c'è vento che fermi,"['e', 'non', ""c'è"", 'vento', 'che', 'fermi']",e non c'è vento che fermi
2019,Måneskin,la naturale potenza,"['la', 'naturale', 'potenza']",la naturale potenza
2020,Måneskin,dal punto giusto di vista,"['dal', 'punto', 'giusto', 'di', 'vista']",dal punto giusto di vista
2021,Måneskin,del vento senti l'ebrezza,"['del', 'vento', 'senti', ""l'ebrezza""]",del vento sent l'ebrezza
2022,Måneskin,con ali in cera alla schiena,"['con', 'ali', 'in', 'cera', 'alla', 'schiena']",con ali in cera alla schiena
2023,Måneskin,ricercherò quell'altezza,"['ricercherò', ""quell'altezza""]",ricercherò quell'altezza
2024,Måneskin,se vuoi fermarmi ritenta,"['se', 'vuoi', 'fermarmi', 'ritenta']",se vuoi fermarmi ritenta
2025,Måneskin,prova a tagliarmi la testa perché,"['prova', 'a', 'tagliarmi', 'la', 'testa', 'perché']",prova a tagliarmi la testa perché
2027,Måneskin,sono fuori di testa ma diverso da loro,"['sono', 'fuori', 'di', 'testa', 'ma', 'diverso', 'da', 'loro']",sono fuori di testa ma diverso da loro
2028,Måneskin,e tu sei fuori di testa ma diversa da loro,"['e', 'tu', 'sei', 'fuori', 'di', 'testa', 'ma', 'diversa', 'da', 'loro']",e tu sei fuori di testa ma diversa da loro
2029,Måneskin,siamo fuori di testa ma diversi da loro,"['siamo', 'fuori', 'di', 'testa', 'ma', 'diversi', 'da', 'loro']",siamo fuori di testa ma diversi da loro
2030,Måneskin,siamo fuori di testa ma diversi da loro,"['siamo', 'fuori', 'di', 'testa', 'ma', 'diversi', 'da', 'loro']",siamo fuori di testa ma diversi da loro
2031,Måneskin,"parla, la gente purtroppo parla","['parla', ',', 'la', 'gente', 'purtroppo', 'parla']","parla , la gente purtroppo parla"
2032,Måneskin,non sa di che cosa parla,"['non', 'sa', 'di', 'che', 'cosa', 'parla']",non sa di che cosa parla
2033,Måneskin,tu portami dove sto a galla,"['tu', 'portami', 'dove', 'sto', 'a', 'galla']",tu portami dove sto a galla
2034,Måneskin,che qui mi manca l'aria,"['che', 'qui', 'mi', 'manca', ""l'aria""]",che qui mi manca l'aria
2036,Måneskin,"parla, la gente purtroppo parla","['parla', ',', 'la', 'gente', 'purtroppo', 'parla']","parla , la gente purtroppo parla"
2037,Måneskin,non sa di che cosa parla,"['non', 'sa', 'di', 'che', 'cosa', 'parla']",non sa di che cosa parla
2038,Måneskin,tu portami dove sto a galla,"['tu', 'portami', 'dove', 'sto', 'a', 'galla']",tu portami dove sto a galla
2039,Måneskin,che qui mi manca l'aria,"['che', 'qui', 'mi', 'manca', ""l'aria""]",che qui mi manca l'aria
2040,Måneskin,"parla, la gente purtroppo parla","['parla', ',', 'la', 'gente', 'purtroppo', 'parla']","parla , la gente purtroppo parla"
2041,Måneskin,non sa di che cazzo parla,"['non', 'sa', 'di', 'che', 'cazzo', 'parla']",non sa di che cazzo parla
2042,Måneskin,tu portami dove sto a galla,"['tu', 'portami', 'dove', 'sto', 'a', 'galla']",tu portami dove sto a galla
2043,Måneskin,che qui mi manca l'aria,"['che', 'qui', 'mi', 'manca', ""l'aria""]",che qui mi manca l'aria
2044,Måneskin,ma sono fuori di testa ma diverso da loro,"['ma', 'sono', 'fuori', 'di', 'testa', 'ma', 'diverso', 'da', 'loro']",ma sono fuori di testa ma diverso da loro
2045,Måneskin,e tu sei fuori di testa ma diversa da loro,"['e', 'tu', 'sei', 'fuori', 'di', 'testa', 'ma', 'diversa', 'da', 'loro']",e tu sei fuori di testa ma diversa da loro
2046,Måneskin,siamo fuori di testa ma diversi da loro,"['siamo', 'fuori', 'di', 'testa', 'ma', 'diversi', 'da', 'loro']",siamo fuori di testa ma diversi da loro
2047,Måneskin,"siamo fuori di testa ma diversi da loro, ah","['siamo', 'fuori', 'di', 'testa', 'ma', 'diversi', 'da', 'loro', ',', 'ah']","siamo fuori di testa ma diversi da loro , ah"
2048,Måneskin,noi siamo diversi da loro,"['noi', 'siamo', 'diversi', 'da', 'loro']",noi siamo diversi da loro
2049,Måneskin,io c'ho vent'anni,"['io', ""c'ho"", ""vent'anni""]",io c'ho vent'anni
2050,Måneskin,perciò non ti stupire se dal niente faccio drammi,"['perciò', 'non', 'ti', 'stupire', 'se', 'dal', 'niente', 'faccio', 'drammi']",perciò non ti stupire se dal niente faccio drammi
2051,Måneskin,ho paura di lasciare al mondo soltanto denaro,"['ho', 'paura', 'di', 'lasciare', 'al', 'mondo', 'soltanto', 'denaro']",ho paura di lasciare al mondo soltanto denaro
2052,Måneskin,che il mio nome scompaia tra quelli di tutti gli altri,"['che', 'il', 'mio', 'nome', 'scompaia', 'tra', 'quelli', 'di', 'tutti', 'gli', 'altri']",che il mio nome scompaia tra quelli di tutti gli altri
2053,Måneskin,ma c'ho solo vent'anni,"['ma', ""c'ho"", 'solo', ""vent'anni""]",ma c'ho solo vent'anni
2054,Måneskin,e già chiedo perdono per gli sbagli che ho commesso,"['e', 'già', 'chiedo', 'perdono', 'per', 'gli', 'sbagli', 'che', 'ho', 'commesso']",e già chiedo perdono per gli sbagli che ho commesso
2055,Måneskin,ma la strada è più dura quando stai puntando al cielo,"['ma', 'la', 'strada', 'è', 'più', 'dura', 'quando', 'stai', 'puntando', 'al', 'cielo']",ma la strada è più dura quando stai puntando al cielo
2056,Måneskin,quindi scegli le cose che son davvero importanti,"['quindi', 'scegli', 'le', 'cose', 'che', 'son', 'davvero', 'importanti']",quindi scegli le cose che son davvero importanti
2057,Måneskin,"scegli amore o diamanti, demoni o santi","['scegli', 'amore', 'o', 'diamanti', ',', 'demoni', 'o', 'santi']","scegli amore o diamanti , demoni o santi"
2058,Måneskin,e sarai pronto per lottare,"['e', 'sarai', 'pronto', 'per', 'lottare']",e sarai pronto per lottare
2059,Måneskin,oppure andrai via,"['oppure', 'andrai', 'via']",oppure andrai via
2060,Måneskin,e darai la colpa agli altri,"['e', 'darai', 'la', 'colpa', 'agli', 'altri']",e darai la colpa agli altri
2061,Måneskin,o la colpa sarà tua,"['o', 'la', 'colpa', 'sarà', 'tua']",o la colpa sarà tua
2062,Måneskin,correrai diretto al sole,"['correrai', 'diretto', 'al', 'sole']",correrai diretto al sole
2063,Måneskin,oppure verso il buio,"['oppure', 'verso', 'il', 'buio']",oppure verso il buio
2064,Måneskin,sarai pronto per lottare,"['sarai', 'pronto', 'per', 'lottare']",sarai pronto per lottare
2065,Måneskin,per cercare sempre la libertà,"['per', 'cercare', 'sempre', 'la', 'libertà']",per cercare sempre la libertà
2066,Måneskin,e andare un passo più avanti,"['e', 'andare', 'un', 'passo', 'più', 'avanti']",e andare un passo più avanti
2067,Måneskin,essere sempre vero,"['essere', 'sempre', 'vero']",essere sempre vero
2068,Måneskin,spiegare cos'è il colore,"['spiegare', ""cos'è"", 'il', 'colore']",spiegare cos'è il colore
2069,Måneskin,a chi vede bianco e nero,"['a', 'chi', 'vede', 'bianco', 'e', 'nero']",a chi vede bianco e nero
2070,Måneskin,andare un passo più avanti,"['andare', 'un', 'passo', 'più', 'avanti']",andare un passo più avanti
2071,Måneskin,essere sempre vero,"['essere', 'sempre', 'vero']",essere sempre vero
2072,Måneskin,e prometti domani a tutti parlerai di me,"['e', 'prometti', 'domani', 'a', 'tutti', 'parlerai', 'di', 'me']",e prometti domani a tutti parlerai di me
2073,Måneskin,e anche se ho solo vent'anni dovrò correre,"['e', 'anche', 'se', 'ho', 'solo', ""vent'anni"", 'dovrò', 'correre']",e anche se ho solo vent'anni dovrò correre
2074,Måneskin,io c'ho vent'anni,"['io', ""c'ho"", ""vent'anni""]",io c'ho vent'anni
2075,Måneskin,"e non mi frega un cazzo, c'ho zero da dimostrarvi","['e', 'non', 'mi', 'frega', 'un', 'cazzo', ',', ""c'ho"", 'zero', 'da', 'dimostrarvi']","e non mi frega un cazzo , c'ho zero da dimostrarvi"
2076,Måneskin,non sono come voi che date l'anima al denaro,"['non', 'sono', 'come', 'voi', 'che', 'date', ""l'anima"", 'al', 'denaro']",non sono come voi che date l'anima al denaro
2077,Måneskin,"dagli occhi di chi è puro, siete soltanto codardi","['dagli', 'occhi', 'di', 'chi', 'è', 'puro', ',', 'siete', 'soltanto', 'codardi']","dagli occhi di chi è puro , siete soltanto codardi"
2078,Måneskin,e andare un passo più avanti,"['e', 'andare', 'un', 'passo', 'più', 'avanti']",e andare un passo più avanti
2079,Måneskin,essere sempre vero,"['essere', 'sempre', 'vero']",essere sempre vero
2080,Måneskin,spiegare cos'è il colore,"['spiegare', ""cos'è"", 'il', 'colore']",spiegare cos'è il colore
2081,Måneskin,a chi vede bianco e nero,"['a', 'chi', 'vede', 'bianco', 'e', 'nero']",a chi vede bianco e nero
2082,Måneskin,e andare un passo più avanti,"['e', 'andare', 'un', 'passo', 'più', 'avanti']",e andare un passo più avanti
2083,Måneskin,essere sempre vero,"['essere', 'sempre', 'vero']",essere sempre vero
2084,Måneskin,e prometti domani a tutti parlerai di me,"['e', 'prometti', 'domani', 'a', 'tutti', 'parlerai', 'di', 'me']",e prometti domani a tutti parlerai di me
2085,Måneskin,e anche se ho solo vent'anni dovrò correre,"['e', 'anche', 'se', 'ho', 'solo', ""vent'anni"", 'dovrò', 'correre']",e anche se ho solo vent'anni dovrò correre
2086,Måneskin,per me,"['per', 'me']",per me
2087,Måneskin,e sarai pronto per lottare,"['e', 'sarai', 'pronto', 'per', 'lottare']",e sarai pronto per lottare
2088,Måneskin,oppure andrai,"['oppure', 'andrai']",oppure andrai
2089,Måneskin,e darai la colpa agli altri,"['e', 'darai', 'la', 'colpa', 'agli', 'altri']",e darai la colpa agli altri
2090,Måneskin,o la colpa sarà tua,"['o', 'la', 'colpa', 'sarà', 'tua']",o la colpa sarà tua
2091,Måneskin,correrai diretto al sole,"['correrai', 'diretto', 'al', 'sole']",correrai diretto al sole
2092,Måneskin,oppure verso il buio,"['oppure', 'verso', 'il', 'buio']",oppure verso il buio
2093,Måneskin,sarai pronto per lottare,"['sarai', 'pronto', 'per', 'lottare']",sarai pronto per lottare
2094,Måneskin,per cercare sempre la libertà,"['per', 'cercare', 'sempre', 'la', 'libertà']",per cercare sempre la libertà
2095,Måneskin,e c'hai vent'anni,"['e', ""c'hai"", ""vent'anni""]",e c'hai vent'anni
2096,Måneskin,ti sto scrivendo adesso prima che sia troppo tardi,"['ti', 'sto', 'scrivendo', 'adesso', 'prima', 'che', 'sia', 'troppo', 'tardi']",ti sto scrivendo adesso prima che sia troppo tardi
2097,Måneskin,e farà il male il dubbio di non essere nessuno,"['e', 'farà', 'il', 'male', 'il', 'dubbio', 'di', 'non', 'essere', 'nessuno']",e farà il male il dubbio di non essere nessuno
2098,Måneskin,sarai qualcuno se resterai diverso dagli altri,"['sarai', 'qualcuno', 'se', 'resterai', 'diverso', 'dagli', 'altri']",sarai qualcuno se resterai diverso dagli altri
2099,Måneskin,ma c'hai solo vent'anni,"['ma', ""c'hai"", 'solo', ""vent'anni""]",ma c'hai solo vent'anni
2100,Måneskin,i wanna be your slave,"['i', 'wan', 'na', 'be', 'your', 'slave']",i wan na be your slave
2101,Måneskin,i wanna be your master,"['i', 'wan', 'na', 'be', 'your', 'master']",i wan na be your master
2102,Måneskin,i wanna make your heart beat,"['i', 'wan', 'na', 'make', 'your', 'heart', 'beat']",i wan na make your heart beat
2103,Måneskin,run like rollercoasters,"['run', 'like', 'rollercoasters']",run like rollercoasters
2104,Måneskin,i wanna be a good boy,"['i', 'wan', 'na', 'be', 'a', 'good', 'boy']",i wan na be a good boy
2105,Måneskin,i wanna be a gangster,"['i', 'wan', 'na', 'be', 'a', 'gangster']",i wan na be a gangster
2106,Måneskin,'cause you can be the beauty,"[""'cause"", 'you', 'can', 'be', 'the', 'beauty']",'cause you can be the beauty
2107,Måneskin,and i could be the monster,"['and', 'i', 'could', 'be', 'the', 'monster']",and i could be the monster
2108,Måneskin,i love you since this morning,"['i', 'love', 'you', 'since', 'this', 'morning']",i love you since this morning
2109,Måneskin,not just for aesthetic,"['not', 'just', 'for', 'aesthetic']",not just for aesthetic
2110,Måneskin,i wanna touch your body,"['i', 'wan', 'na', 'touch', 'your', 'body']",i wan na touch your body
2111,Måneskin,so fucking electric,"['so', 'fucking', 'electric']",so fucking electric
2112,Måneskin,i know you scared of me,"['i', 'know', 'you', 'scared', 'of', 'me']",i know you scared of me
2113,Måneskin,you said that i'm too eccentric,"['you', 'said', 'that', 'i', ""'m"", 'too', 'eccentric']",you said that i 'm too eccentric
2114,Måneskin,i'm crying all my tears,"['i', ""'m"", 'crying', 'all', 'my', 'tears']",i 'm cry all my tear
2115,Måneskin,and that's fucking pathetic,"['and', 'that', ""'s"", 'fucking', 'pathetic']",and that 's fucking pathetic
2116,Måneskin,i wanna make you hungry,"['i', 'wan', 'na', 'make', 'you', 'hungry']",i wan na make you hungry
2117,Måneskin,then i wanna feed ya,"['then', 'i', 'wan', 'na', 'feed', 'ya']",then i wan na feed ya
2118,Måneskin,i wanna paint your face,"['i', 'wan', 'na', 'paint', 'your', 'face']",i wan na paint your face
2119,Måneskin,like you're my mona lisa,"['like', 'you', ""'re"", 'my', 'mona', 'lisa']",like you 're my mona lisa
2120,Måneskin,i wanna be a champion,"['i', 'wan', 'na', 'be', 'a', 'champion']",i wan na be a champion
2121,Måneskin,i wanna be a loser,"['i', 'wan', 'na', 'be', 'a', 'loser']",i wan na be a loser
2122,Måneskin,i'll even be a clown,"['i', ""'ll"", 'even', 'be', 'a', 'clown']",i 'll even be a clown
2123,Måneskin,cause i just wanna amuse ya,"['cause', 'i', 'just', 'wan', 'na', 'amuse', 'ya']",cause i just wan na amuse ya
2124,Måneskin,i wanna be your sex toy,"['i', 'wan', 'na', 'be', 'your', 'sex', 'toy']",i wan na be your sex toy
2125,Måneskin,i wanna be your teacher,"['i', 'wan', 'na', 'be', 'your', 'teacher']",i wan na be your teacher
2126,Måneskin,i wanna be your sin,"['i', 'wan', 'na', 'be', 'your', 'sin']",i wan na be your sin
2127,Måneskin,i wanna be a preacher,"['i', 'wan', 'na', 'be', 'a', 'preacher']",i wan na be a preacher
2128,Måneskin,i wanna make you love me,"['i', 'wan', 'na', 'make', 'you', 'love', 'me']",i wan na make you love me
2129,Måneskin,then i wanna leave ya,"['then', 'i', 'wan', 'na', 'leave', 'ya']",then i wan na leave ya
2130,Måneskin,'cause baby i'm your david,"[""'cause"", 'baby', 'i', ""'m"", 'your', 'david']",'cause baby i 'm your david
2131,Måneskin,and you're my goliath,"['and', 'you', ""'re"", 'my', 'goliath']",and you 're my goliath
2132,Måneskin,ah-ha,['ah-ha'],ah-ha
2133,Måneskin,"mhm, ah-ha","['mhm', ',', 'ah-ha']","mhm , ah-ha"
2134,Måneskin,because i'm the devil,"['because', 'i', ""'m"", 'the', 'devil']",because i 'm the devil
2135,Måneskin,who's searching for redemption,"['who', ""'s"", 'searching', 'for', 'redemption']",who 's searching for redemption
2136,Måneskin,and i'm a lawyer,"['and', 'i', ""'m"", 'a', 'lawyer']",and i 'm a lawyer
2137,Måneskin,who's searching for redemption,"['who', ""'s"", 'searching', 'for', 'redemption']",who 's searching for redemption
2138,Måneskin,and i'm a killer,"['and', 'i', ""'m"", 'a', 'killer']",and i 'm a killer
2139,Måneskin,who's searching for redemption,"['who', ""'s"", 'searching', 'for', 'redemption']",who 's searching for redemption
2140,Måneskin,i'm a motherfucking monster,"['i', ""'m"", 'a', 'motherfucking', 'monster']",i 'm a motherfucking monster
2141,Måneskin,who's searching for redemption,"['who', ""'s"", 'searching', 'for', 'redemption']",who 's searching for redemption
2142,Måneskin,and i'm a bad guy,"['and', 'i', ""'m"", 'a', 'bad', 'guy']",and i 'm a bad guy
2143,Måneskin,who's searching for redemption,"['who', ""'s"", 'searching', 'for', 'redemption']",who 's searching for redemption
2144,Måneskin,and i'm a blond girl,"['and', 'i', ""'m"", 'a', 'blond', 'girl']",and i 'm a blond girl
2145,Måneskin,who's searching for redemption,"['who', ""'s"", 'searching', 'for', 'redemption']",who 's searching for redemption
2146,Måneskin,i'm a freak that,"['i', ""'m"", 'a', 'freak', 'that']",i 'm a freak that
2147,Måneskin,is searching for redemption,"['is', 'searching', 'for', 'redemption']",is searching for redemption
2148,Måneskin,i'm a motherfucking monster,"['i', ""'m"", 'a', 'motherfucking', 'monster']",i 'm a motherfucking monster
2149,Måneskin,who's searching for redemption,"['who', ""'s"", 'searching', 'for', 'redemption']",who 's searching for redemption
2150,Måneskin,i wanna be your slave,"['i', 'wan', 'na', 'be', 'your', 'slave']",i wan na be your slave
2151,Måneskin,i wanna be your master,"['i', 'wan', 'na', 'be', 'your', 'master']",i wan na be your master
2152,Måneskin,i wanna make your heart beat,"['i', 'wan', 'na', 'make', 'your', 'heart', 'beat']",i wan na make your heart beat
2153,Måneskin,run like rollercoasters,"['run', 'like', 'rollercoasters']",run like rollercoasters
2154,Måneskin,i wanna be a good boy,"['i', 'wan', 'na', 'be', 'a', 'good', 'boy']",i wan na be a good boy
2155,Måneskin,i wanna be a gangster,"['i', 'wan', 'na', 'be', 'a', 'gangster']",i wan na be a gangster
2156,Måneskin,cause you can be the beauty,"['cause', 'you', 'can', 'be', 'the', 'beauty']",cause you can be the beauty
2157,Måneskin,and i could be the monster,"['and', 'i', 'could', 'be', 'the', 'monster']",and i could be the monster
2158,Måneskin,i wanna make you quiet,"['i', 'wan', 'na', 'make', 'you', 'quiet']",i wan na make you quiet
2159,Måneskin,i wanna make you nervous,"['i', 'wan', 'na', 'make', 'you', 'nervous']",i wan na make you nervous
2160,Måneskin,i wanna set you free,"['i', 'wan', 'na', 'set', 'you', 'free']",i wan na set you free
2161,Måneskin,but i'm too fucking jealous,"['but', 'i', ""'m"", 'too', 'fucking', 'jealous']",but i 'm too fucking jealous
2162,Måneskin,i wanna pull your strings,"['i', 'wan', 'na', 'pull', 'your', 'strings']",i wan na pull your string
2163,Måneskin,like you're my telecaster,"['like', 'you', ""'re"", 'my', 'telecaster']",like you 're my telecaster
2164,Måneskin,and if you want to use me i could be your puppet,"['and', 'if', 'you', 'want', 'to', 'use', 'me', 'i', 'could', 'be', 'your', 'puppet']",and if you want to use me i could be your puppet
2165,Måneskin,'cause i'm the devil,"[""'cause"", 'i', ""'m"", 'the', 'devil']",'cause i 'm the devil
